id,title,year,country,duration,language,rating,revenue,budget
2449,The Great Raid,2005.0,USA,132.0,Filipino,R,10166502.0,80000000.0
2450,The Greatest Game Ever Played,2005.0,USA,120.0,English,PG,15331289.0,
2451,The Helix... Loaded,2005.0,USA,97.0,English,R,,1000000.0
2452,The Hitchhiker's Guide to the Galaxy,2005.0,USA,109.0,English,PG,51019112.0,50000000.0
2453,The Interpreter,2005.0,UK,128.0,Aboriginal,PG-13,72515360.0,80000000.0
2454,The Island,2005.0,USA,136.0,English,PG-13,35799026.0,126000000.0
2455,The Island,2005.0,USA,136.0,English,PG-13,35799026.0,126000000.0
2456,The Jacket,2005.0,USA,94.0,English,R,6301131.0,29000000.0
2457,The Legend of Zorro,2005.0,USA,129.0,Spanish,PG,45356386.0,75000000.0
2458,The Longest Yard,2005.0,USA,113.0,English,PG-13,158115031.0,82000000.0
2459,The Lost City,2005.0,USA,144.0,English,R,2483955.0,9600000.0
2460,The Man,2005.0,Germany,83.0,English,PG-13,8326035.0,33000000.0
2461,The Matador,2005.0,USA,96.0,English,R,12570442.0,10000000.0
2462,The Mongol King,2005.0,USA,84.0,English,PG-13,,3250.0
2463,The Motel,2005.0,USA,75.0,Cantonese,,47111.0,
2464,The New World,2005.0,USA,150.0,English,PG-13,12712093.0,30000000.0
2465,The Pacifier,2005.0,Canada,95.0,English,PG,113006880.0,56000000.0
2466,The Perfect Man,2005.0,USA,100.0,English,PG,16247775.0,25000000.0
2467,The Producers,2005.0,USA,134.0,English,PG-13,19377727.0,45000000.0
2468,The Promise,2005.0,China,103.0,Mandarin,PG-13,668171.0,60000000.0
2469,The Proposition,2005.0,Australia,104.0,English,R,1900725.0,2000000.0
2470,The Protector,2005.0,Thailand,111.0,Thai,R,11905519.0,200000000.0
2471,The Puffy Chair,2005.0,USA,85.0,English,R,192467.0,15000.0
2472,The Quiet,2005.0,USA,91.0,English,R,381186.0,900000.0
2473,The Ring Two,2005.0,USA,128.0,English,PG-13,75888270.0,
2474,The Rocket: The Legend of Rocket Richard,2005.0,Canada,124.0,French,PG,,8000000.0
2475,The Salon,2005.0,USA,90.0,English,PG-13,92362.0,1500000.0
2476,The Sisterhood of the Traveling Pants,2005.0,USA,119.0,English,PG,39008741.0,25000000.0
2477,The Skeleton Key,2005.0,USA,104.0,English,PG-13,47806295.0,43000000.0
2478,The Squid and the Whale,2005.0,USA,88.0,English,R,7362100.0,1500000.0
2479,The Upside of Anger,2005.0,USA,118.0,English,R,18761993.0,9000000.0
2480,The Weather Man,2005.0,USA,102.0,English,R,12469811.0,22000000.0
2481,The Wedding Date,2005.0,USA,90.0,English,PG-13,31585300.0,15000000.0
2482,The Wendell Baker Story,2005.0,USA,99.0,English,PG-13,127144.0,8000000.0
2483,The White Countess,2005.0,UK,135.0,English,PG-13,1666262.0,16000000.0
2484,The Work and the Glory II: American Zion,2005.0,USA,100.0,English,PG-13,2024854.0,6500000.0
2485,The World's Fastest Indian,2005.0,New Zealand,127.0,English,PG-13,5128124.0,25000000.0
2486,Three Burials,2005.0,France,107.0,English,R,5023275.0,15000000.0
2487,Thumbsucker,2005.0,USA,96.0,English,R,1325073.0,4000000.0
2488,Transamerica,2005.0,USA,103.0,English,R,9013113.0,1000000.0
2489,Transporter 2,2005.0,France,87.0,English,PG-13,43095600.0,32000000.0
2490,Tristram Shandy: A Cock and Bull Story,2005.0,UK,94.0,English,R,1247453.0,2800000.0
2491,Trust the Man,2005.0,USA,103.0,English,R,1530535.0,9000000.0
2492,Tsotsi,2005.0,UK,94.0,Zulu,R,2912363.0,3000000.0
2493,Underclassman,2005.0,USA,95.0,English,PG-13,5654777.0,25000000.0
2494,Undiscovered,2005.0,Germany,97.0,English,PG-13,1046166.0,9000000.0
2495,Unleashed,2005.0,France,103.0,English,R,24520892.0,45000000.0
2496,V for Vendetta,2005.0,USA,132.0,English,R,70496802.0,54000000.0
2497,Valiant,2005.0,UK,76.0,English,G,19447478.0,35000000.0
2498,Wah-Wah,2005.0,UK,97.0,English,R,233103.0,7000000.0
2499,Waiting...,2005.0,USA,94.0,English,R,16101109.0,3000000.0
2500,Wal-Mart: The High Cost of Low Price,2005.0,USA,20.0,English,Not Rated,,1500000.0
2501,Walk the Line,2005.0,USA,153.0,English,PG-13,119518352.0,28000000.0
2502,War of the Worlds,2005.0,USA,116.0,English,PG-13,234277056.0,132000000.0
2503,Water,2005.0,Canada,117.0,Hindi,PG-13,3222857.0,
2504,Where the Truth Lies,2005.0,Canada,107.0,English,R,871527.0,25000000.0
2505,White Noise,2005.0,UK,101.0,English,PG-13,55865715.0,10000000.0
2506,Winter Passing,2005.0,USA,98.0,English,R,101228.0,3500000.0
2507,xXx: State of the Union,2005.0,USA,101.0,English,PG-13,26082914.0,87000000.0
2508,Zathura: A Space Adventure,2005.0,USA,101.0,English,PG,28045540.0,65000000.0
2509,10th & Wolf,2006.0,USA,107.0,English,R,53481.0,8000000.0
2510,16 Blocks,2006.0,Germany,102.0,English,PG-13,36883539.0,52000000.0
2511,300,2006.0,USA,117.0,English,R,210592590.0,65000000.0
2512,A Good Year,2006.0,USA,117.0,English,PG-13,7458269.0,35000000.0
2513,A Prairie Home Companion,2006.0,USA,105.0,English,PG-13,20338609.0,10000000.0
2514,A Scanner Darkly,2006.0,USA,100.0,English,R,5480996.0,8700000.0
2515,Akeelah and the Bee,2006.0,USA,112.0,English,PG,18811135.0,
2516,Alex Rider: Operation Stormbreaker,2006.0,Germany,93.0,English,PG,652526.0,40000000.0
2517,All the Boys Love Mandy Lane,2006.0,USA,90.0,English,R,,750000.0
2518,All the King's Men,2006.0,Germany,128.0,English,PG-13,7221458.0,55000000.0
2519,Alone with Her,2006.0,USA,78.0,English,Not Rated,10018.0,1000000.0
2520,American Dreamz,2006.0,USA,107.0,English,PG-13,7156725.0,19000000.0
2521,An Inconvenient Truth,2006.0,USA,96.0,English,PG,23808111.0,
2522,Apocalypto,2006.0,USA,139.0,Maya,R,50859889.0,40000000.0
2523,Aquamarine,2006.0,USA,104.0,English,PG,18595716.0,12000000.0
2524,Arthur and the Invisibles,2006.0,France,94.0,English,PG,15131330.0,86000000.0
2525,ATL,2006.0,USA,105.0,English,PG-13,21160089.0,
2526,Babel,2006.0,France,143.0,English,R,34300771.0,25000000.0
2527,Bandidas,2006.0,France,93.0,English,PG-13,,32000000.0
2528,Barnyard,2006.0,Germany,90.0,English,PG,72601713.0,51000000.0
2529,Basic Instinct 2,2006.0,UK,116.0,English,R,5851188.0,70000000.0
2530,Beer League,2006.0,USA,86.0,English,R,475000.0,2800000.0
2531,Beerfest,2006.0,USA,110.0,English,R,19179969.0,17500000.0
2532,Bella,2006.0,USA,91.0,English,PG-13,8108247.0,3300000.0
2533,Big Momma's House 2,2006.0,USA,99.0,English,PG-13,70163652.0,40000000.0
2534,Black Book,2006.0,Netherlands,145.0,Dutch,R,4398392.0,21000000.0
2535,Black Christmas,2006.0,USA,94.0,English,R,16235293.0,9000000.0
2536,Black Snake Moan,2006.0,USA,116.0,English,R,9396487.0,15000000.0
2537,Blood Diamond,2006.0,Germany,143.0,English,R,57366262.0,100000000.0
2538,Bobby,2006.0,USA,112.0,English,R,11204499.0,14000000.0
2539,Bon Cop Bad Cop,2006.0,Canada,116.0,English,R,,8000000.0
2540,Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,2006.0,USA,82.0,English,R,128505958.0,18000000.0
2541,Captain Alatriste: The Spanish Musketeer,2006.0,Spain,145.0,Spanish,,,24000000.0
2542,Cars,2006.0,USA,117.0,English,G,244052771.0,120000000.0
2543,Casino Royale,2006.0,UK,144.0,English,PG-13,167007184.0,150000000.0
2544,Casino Royale,2006.0,UK,144.0,English,PG-13,167007184.0,150000000.0
2545,Catch a Fire,2006.0,France,98.0,English,PG-13,4291965.0,14000000.0
2546,Charlotte's Web,2006.0,USA,97.0,English,G,82506325.0,
2547,Children of Men,2006.0,USA,109.0,English,R,35286428.0,76000000.0
2548,Clerks II,2006.0,USA,97.0,English,R,24138847.0,5000000.0
2549,Click,2006.0,USA,107.0,English,PG-13,137340146.0,70000000.0
2550,Come Early Morning,2006.0,USA,97.0,English,R,117560.0,6000000.0
2551,Copying Beethoven,2006.0,USA,104.0,English,PG-13,352786.0,11000000.0
2552,Crank,2006.0,USA,93.0,English,R,27829874.0,12000000.0
2553,Crazy Stone,2006.0,China,98.0,Mandarin,,,3000000.0
2554,Crossover,2006.0,USA,95.0,English,PG-13,7009668.0,5600000.0
2555,Curious George,2006.0,USA,78.0,English,G,58336565.0,50000000.0
2556,Curse of the Golden Flower,2006.0,China,114.0,Mandarin,R,6565495.0,45000000.0
2557,Date Movie,2006.0,USA,85.0,English,PG-13,48546578.0,20000000.0
2558,Deck the Halls,2006.0,USA,93.0,English,PG,35092918.0,
2559,DOA: Dead or Alive,2006.0,USA,87.0,English,PG-13,480314.0,21000000.0
2560,Doogal,2006.0,USA,77.0,English,G,7382993.0,20000000.0
2561,Dreamgirls,2006.0,USA,130.0,English,PG-13,103338338.0,70000000.0
2562,Driving Lessons,2006.0,UK,98.0,English,PG-13,238774.0,
2563,Eight Below,2006.0,USA,120.0,English,PG,81593527.0,40000000.0
2564,Employee of the Month,2006.0,USA,103.0,English,PG-13,28435406.0,12000000.0
2565,Eragon,2006.0,USA,104.0,English,PG,75030163.0,100000000.0
2566,Exiled,2006.0,Hong Kong,110.0,Cantonese,R,49413.0,35000000.0
2567,Eye of the Dolphin,2006.0,USA,100.0,English,PG-13,71904.0,2500000.0
2568,Facing the Giants,2006.0,USA,111.0,English,PG,10174663.0,100000.0
2569,Factory Girl,2006.0,USA,99.0,English,R,1654367.0,7000000.0
2570,Failure to Launch,2006.0,USA,95.0,English,PG-13,88658172.0,50000000.0
2571,Faith Like Potatoes,2006.0,South Africa,116.0,Zulu,PG,,10000000.0
2572,Farce of the Penguins,2006.0,USA,80.0,English,R,,
2573,Fido,2006.0,Canada,93.0,English,R,298110.0,8000000.0
2574,Final Destination 3,2006.0,Germany,86.0,English,R,54098051.0,25000000.0
2575,Find Me Guilty,2006.0,Germany,125.0,English,R,1172769.0,13000000.0
2576,Firewall,2006.0,USA,105.0,English,PG-13,48745150.0,50000000.0
2577,Flags of Our Fathers,2006.0,USA,135.0,English,R,33574332.0,90000000.0
2578,Flicka,2006.0,USA,95.0,English,PG,20998709.0,15000000.0
2579,Flushed Away,2006.0,UK,85.0,English,PG,64459316.0,149000000.0
2580,Flyboys,2006.0,UK,140.0,English,PG-13,13082288.0,60000000.0
2581,For Your Consideration,2006.0,USA,86.0,English,PG-13,5542025.0,12000000.0
2582,Friends with Money,2006.0,USA,88.0,English,R,13367101.0,6500000.0
2583,Fur: An Imaginary Portrait of Diane Arbus,2006.0,USA,122.0,English,R,220914.0,16800000.0
2584,Garfield 2,2006.0,UK,86.0,English,PG,28424210.0,
2585,Glory Road,2006.0,USA,118.0,English,PG,42643187.0,
2586,Grandma's Boy,2006.0,USA,90.0,English,R,6088249.0,
2587,Gridiron Gang,2006.0,USA,125.0,English,PG-13,38432823.0,30000000.0
2588,Half Nelson,2006.0,USA,106.0,English,R,2694973.0,700000.0
2589,Happily N'Ever After,2006.0,USA,75.0,English,PG,15519841.0,47000000.0
2590,Happy Feet,2006.0,USA,108.0,English,PG,197992827.0,100000000.0
2591,Hatchet,2006.0,USA,93.0,English,R,,1500000.0
2592,Hoot,2006.0,USA,91.0,English,PG,8080116.0,15000000.0
2593,I Served the King of England,2006.0,Czech Republic,113.0,Czech,R,617228.0,84450000.0
2594,I Want Someone to Eat Cheese With,2006.0,USA,80.0,English,R,194568.0,1500000.0
2595,Ice Age: The Meltdown,2006.0,USA,115.0,English,PG,195329763.0,80000000.0
2596,Idiocracy,2006.0,USA,84.0,English,R,438653.0,
2597,Idlewild,2006.0,USA,121.0,English,R,12549485.0,15000000.0
2598,In Her Line of Fire,2006.0,Germany,88.0,English,R,721.0,1000000.0
2599,Infamous,2006.0,USA,118.0,English,R,1150403.0,13000000.0
2600,Inside Man,2006.0,USA,129.0,English,R,88504640.0,45000000.0
2601,Ira & Abby,2006.0,USA,101.0,English,R,220234.0,3500000.0
2602,Iraq for Sale: The War Profiteers,2006.0,USA,75.0,English,,,750000.0
2603,Jackass Number Two,2006.0,USA,92.0,English,R,72755517.0,
2604,Jimmy and Judy,2006.0,USA,99.0,English,R,,1000000.0
2605,Jindabyne,2006.0,Australia,118.0,English,R,399879.0,15000000.0
2606,Journey from the Fall,2006.0,USA,135.0,Vietnamese,R,638951.0,1592000.0
2607,Just My Luck,2006.0,USA,103.0,English,PG-13,17324744.0,28000000.0
2608,Kabhi Alvida Naa Kehna,2006.0,India,193.0,Hindi,R,3275443.0,700000000.0
2609,Keeping Up with the Steins,2006.0,USA,90.0,English,PG-13,4328294.0,
2610,Krrish,2006.0,India,168.0,Hindi,Not Rated,,10000000.0
2611,Lady in the Water,2006.0,USA,110.0,English,PG-13,42272747.0,70000000.0
2612,Lage Raho Munna Bhai,2006.0,India,144.0,Hindi,PG-13,,120000000.0
2613,Lake of Fire,2006.0,USA,152.0,English,Unrated,23807.0,
2614,Larry the Cable Guy: Health Inspector,2006.0,USA,89.0,English,PG-13,15655665.0,4000000.0
2615,Last Holiday,2006.0,USA,112.0,English,PG-13,38360195.0,45000000.0
2616,Let's Go to Prison,2006.0,USA,90.0,English,R,4613815.0,
2617,Letters from Iwo Jima,2006.0,USA,141.0,Japanese,R,13753931.0,19000000.0
2618,Little Big Top,2006.0,USA,83.0,English,,,240000.0
2619,Little Children,2006.0,USA,137.0,English,R,5459824.0,26000000.0
2620,Little Miss Sunshine,2006.0,USA,101.0,English,R,59889948.0,8000000.0
2621,Littleman,2006.0,USA,98.0,English,PG-13,58255287.0,64000000.0
2622,London to Brighton,2006.0,UK,85.0,English,R,,500000.0
2623,Love's Abiding Joy,2006.0,USA,87.0,,PG,252726.0,3000000.0
2624,Loving Annabelle,2006.0,USA,76.0,English,Not Rated,,1000000.0
2625,Lucky Number Slevin,2006.0,Germany,110.0,English,R,22494487.0,27000000.0
2626,Lucky Number Slevin,2006.0,Germany,110.0,English,R,22494487.0,27000000.0
2627,Madea's Family Reunion,2006.0,USA,107.0,English,PG-13,63231524.0,6000000.0
2628,Man of the Year,2006.0,USA,115.0,English,PG-13,37442180.0,20000000.0
2629,Marie Antoinette,2006.0,USA,123.0,English,PG-13,15962471.0,40000000.0
2630,Miss Potter,2006.0,UK,88.0,English,PG,2975649.0,30000000.0
2631,Mission: Impossible III,2006.0,USA,124.0,English,PG-13,133382309.0,150000000.0
2632,Monster House,2006.0,USA,91.0,English,PG,73661010.0,75000000.0
2633,My Super Ex-Girlfriend,2006.0,USA,95.0,English,PG-13,22526144.0,30000000.0
2634,Nacho Libre,2006.0,Germany,92.0,English,PG,80197993.0,32000000.0
2635,Night at the Museum,2006.0,USA,108.0,English,PG,250863268.0,110000000.0
2636,Notes on a Scandal,2006.0,UK,92.0,English,R,17508670.0,15000000.0
2637,Old Joy,2006.0,USA,76.0,English,Unrated,255352.0,300000.0
2638,Once in a Lifetime: The Extraordinary Story of the New York Cosmos,2006.0,UK,97.0,English,PG-13,144431.0,1000000.0
2639,One Night with the King,2006.0,USA,123.0,English,PG,13391174.0,20000000.0
2640,One to Another,2006.0,France,95.0,French,Unrated,18435.0,1400000.0
2641,Opal Dream,2006.0,Australia,86.0,English,PG,13751.0,11400000.0
2642,Open Season,2006.0,USA,83.0,English,PG,84303558.0,85000000.0
2643,Out of the Blue,2006.0,New Zealand,100.0,English,,728.0,
2644,Over the Hedge,2006.0,USA,83.0,English,PG,155019340.0,80000000.0
2645,Pan's Labyrinth,2006.0,Spain,112.0,Spanish,R,37623143.0,13500000.0
2646,"Paris, je t'aime",2006.0,France,120.0,French,R,4857376.0,13000000.0
2647,Peaceful Warrior,2006.0,Germany,120.0,English,PG-13,1055654.0,10000000.0
2648,Perfume: The Story of a Murderer,2006.0,Germany,147.0,English,R,2208939.0,50000000.0
2649,Phat Girlz,2006.0,USA,99.0,English,PG-13,7059537.0,3000000.0
2650,Pirates of the Caribbean: Dead Man's Chest,2006.0,USA,151.0,English,PG-13,423032628.0,225000000.0
2651,Poseidon,2006.0,USA,98.0,English,PG-13,60655503.0,160000000.0
2652,Poultrygeist: Night of the Chicken Dead,2006.0,USA,103.0,English,Unrated,23000.0,500000.0
2653,Pulse,2006.0,USA,90.0,English,PG-13,20259297.0,20000000.0
2654,Quincea̱era,2006.0,USA,90.0,Spanish,R,1689999.0,400000.0
2655,Rang De Basanti,2006.0,India,157.0,Hindi,Not Rated,2197331.0,
2656,Renaissance,2006.0,France,105.0,English,R,63260.0,14000000.0
2657,Rescue Dawn,2006.0,USA,120.0,English,PG-13,5484375.0,10000000.0
2658,Rocky Balboa,2006.0,USA,139.0,English,PG,70269171.0,24000000.0
2659,Running Scared,2006.0,Germany,122.0,English,R,6855137.0,17000000.0
2660,Running with Scissors,2006.0,USA,122.0,English,R,6754898.0,12000000.0
2661,Saw III,2006.0,USA,121.0,English,R,80150343.0,10000000.0
2662,Scary Movie 4,2006.0,USA,89.0,English,PG-13,90703745.0,45000000.0
2663,School for Scoundrels,2006.0,USA,108.0,English,PG-13,17803796.0,20000000.0
2664,Scoop,2006.0,UK,96.0,English,PG-13,10515579.0,4000000.0
2665,Scott Walker: 30 Century Man,2006.0,UK,95.0,English,,,500000.0
2666,Severance,2006.0,UK,90.0,English,R,136432.0,5000000.0
2667,She's the Man,2006.0,USA,105.0,English,PG-13,33687630.0,20000000.0
2668,Sherrybaby,2006.0,USA,96.0,English,R,198407.0,2000000.0
2669,Shortbus,2006.0,USA,101.0,English,Unrated,1984378.0,2000000.0
2670,Silent Hill,2006.0,Canada,132.0,English,R,46982632.0,50000000.0
2671,Slither,2006.0,Canada,95.0,English,R,7774730.0,15500000.0
2672,Smokin' Aces,2006.0,UK,109.0,English,R,35635046.0,17000000.0
2673,Snakes on a Plane,2006.0,Germany,105.0,English,R,34014398.0,33000000.0
2674,Snakes on a Plane,2006.0,Germany,105.0,English,R,34014398.0,33000000.0
2675,Southland Tales,2006.0,France,160.0,English,R,273420.0,17000000.0
2676,Special,2006.0,USA,81.0,English,R,6387.0,1000000.0
2677,Stay Alive,2006.0,USA,75.0,English,PG-13,23078294.0,9000000.0
2678,Step Up,2006.0,USA,104.0,English,PG-13,65269010.0,12000000.0
2679,Stick It,2006.0,Germany,103.0,English,PG-13,26870825.0,
2680,Stranger Than Fiction,2006.0,USA,113.0,English,PG-13,40137776.0,38000000.0
2681,Superman Returns,2006.0,USA,169.0,English,PG-13,200069408.0,209000000.0
2682,Take the Lead,2006.0,USA,118.0,English,PG-13,34703228.0,30000000.0
2683,Talladega Nights: The Ballad of Ricky Bobby,2006.0,USA,122.0,English,PG-13,148213377.0,73000000.0
2684,The Ant Bully,2006.0,USA,88.0,English,PG,28133159.0,50000000.0
2685,The Astronaut Farmer,2006.0,USA,104.0,English,PG,10996440.0,13000000.0
2686,The Benchwarmers,2006.0,USA,75.0,English,PG-13,57651794.0,33000000.0
2687,The Black Dahlia,2006.0,Germany,121.0,English,R,22518325.0,50000000.0
2688,The Break-Up,2006.0,USA,106.0,English,PG-13,118683135.0,52000000.0
2689,The Bubble,2006.0,Israel,90.0,Hebrew,Unrated,155972.0,1500000.0
2690,The Covenant,2006.0,USA,97.0,English,PG-13,23292105.0,20000000.0
2691,The Da Vinci Code,2006.0,USA,174.0,English,PG-13,217536138.0,125000000.0
2692,The Dead Girl,2006.0,USA,93.0,English,R,17311.0,
2693,The Departed,2006.0,USA,151.0,English,R,132373442.0,90000000.0
2694,The Devil Wears Prada,2006.0,USA,109.0,English,PG-13,124732962.0,35000000.0
2695,The Fast and the Furious: Tokyo Drift,2006.0,USA,104.0,English,PG-13,62494975.0,85000000.0
2696,The Fountain,2006.0,USA,96.0,English,PG-13,10139254.0,35000000.0
2697,The Good German,2006.0,USA,105.0,English,R,1304837.0,32000000.0
2698,The Grudge 2,2006.0,USA,137.0,English,PG-13,39143839.0,20000000.0
2699,The Hills Have Eyes,2006.0,USA,108.0,English,R,41777564.0,15000000.0
2700,The History Boys,2006.0,UK,109.0,English,R,2706659.0,2000000.0
2701,The Hoax,2006.0,USA,116.0,English,R,7156933.0,25000000.0
2702,The Holiday,2006.0,USA,138.0,English,PG-13,63224849.0,85000000.0
2703,The Host,2006.0,South Korea,110.0,Korean,R,2201412.0,12215500000.0
2704,The Illusionist,2006.0,USA,110.0,English,PG-13,39825798.0,16000000.0
2705,The Illusionist,2006.0,USA,110.0,English,PG-13,39825798.0,16000000.0
2706,The Lake House,2006.0,USA,99.0,English,PG,52320979.0,40000000.0
2707,The Last King of Scotland,2006.0,UK,121.0,English,R,17605861.0,6000000.0
2708,The Lives of Others,2006.0,Germany,137.0,German,R,11284657.0,2000000.0
2709,The Magic Flute,2006.0,France,135.0,English,,,27000000.0
2710,The Marine,2006.0,USA,92.0,English,PG-13,18843314.0,20000000.0
2711,The Naked Ape,2006.0,USA,,English,,,
2712,The Namesake,2006.0,USA,122.0,English,PG-13,13569248.0,
2713,The Nativity Story,2006.0,USA,101.0,English,PG,37617947.0,30000000.0
2714,The Night Listener,2006.0,USA,81.0,English,R,7825820.0,4000000.0
2715,The Oh in Ohio,2006.0,USA,88.0,English,R,,5000000.0
2716,The Painted Veil,2006.0,China,125.0,Mandarin,PG-13,8047690.0,19400000.0
2717,The Pet,2006.0,USA,94.0,English,,,1000000.0
2718,The Pink Panther,2006.0,USA,93.0,English,PG,82226474.0,65000000.0
2719,The Prestige,2006.0,USA,130.0,English,PG-13,53082743.0,40000000.0
2720,The Pursuit of Happyness,2006.0,USA,117.0,English,PG-13,162586036.0,55000000.0
2721,The Queen,2006.0,UK,94.0,English,PG-13,56437947.0,9800000.0
2722,The Sentinel,2006.0,USA,107.0,English,PG-13,36279230.0,60000000.0
2723,The Shaggy Dog,2006.0,USA,98.0,English,PG,61112916.0,50000000.0
2724,The Texas Chainsaw Massacre: The Beginning,2006.0,USA,83.0,English,R,39511038.0,16000000.0
2725,The Tooth Fairy,2006.0,USA,89.0,English,,,1500000.0
2726,The Trials of Darryl Hunt,2006.0,USA,106.0,English,PG-13,1111.0,200000.0
2727,The Ultimate Gift,2006.0,USA,114.0,English,PG,3420871.0,
2728,The Wind That Shakes the Barley,2006.0,Ireland,127.0,English,Not Rated,1829142.0,
2729,This Is England,2006.0,UK,101.0,English,Unrated,327919.0,1500000.0
2730,Thr3e,2006.0,Poland,101.0,English,PG-13,978908.0,2400000.0
2731,Ultraviolet,2006.0,USA,94.0,English,PG-13,18500966.0,30000000.0
2732,Unaccompanied Minors,2006.0,USA,90.0,English,PG,16647384.0,26000000.0
2733,Underworld: Evolution,2006.0,USA,102.0,English,R,62318875.0,50000000.0
2734,United 93,2006.0,USA,111.0,English,R,31471430.0,15000000.0
2735,Valley of the Heart's Delight,2006.0,USA,100.0,English,,118666.0,2500000.0
2736,Valley of the Wolves: Iraq,2006.0,Turkey,122.0,Arabic,,,8300000.0
2737,Volver,2006.0,Spain,121.0,Spanish,R,12899702.0,
2738,We Are Marshall,2006.0,USA,131.0,English,PG,43532294.0,65000000.0
2739,When a Stranger Calls,2006.0,USA,87.0,English,PG-13,47860214.0,15000000.0
2740,Who Killed the Electric Car?,2006.0,USA,92.0,English,PG,1677838.0,1000000.0
2741,Wordplay,2006.0,USA,94.0,English,PG,3117666.0,
2742,World Trade Center,2006.0,USA,129.0,English,PG-13,70236496.0,63000000.0
2743,Wristcutters: A Love Story,2006.0,USA,88.0,English,R,104077.0,1000000.0
2744,X-Men: The Last Stand,2006.0,Canada,104.0,English,PG-13,234360014.0,210000000.0
